date,btc_price,btc_market_cap,btc_volume,btc_return_7d,btc_return_30d,btc_return_90d,btc_return_180d,btc_forward_return_30d,btc_forward_return_90d,btc_forward_return_180d,stablecoin_to_btc_mcap,btc_to_stablecoin_ratio,stablecoin_supply_growth_30d,stablecoin_supply_growth_90d,net_liquidity_growth_30d,net_liquidity_growth_90d,liquidity_transmission_gap_30d,liquidity_transmission_gap_90d,stablecoin_btc_growth_gap_30d,stablecoin_btc_growth_gap_90d,net_liquidity_btc_growth_gap_30d,net_liquidity_btc_growth_gap_90d,stablecoin_to_btc_mcap_zscore_252d,btc_to_stablecoin_ratio_zscore_252d,liquidity_transmission_gap_30d_zscore_252d,liquidity_transmission_gap_90d_zscore_252d,transmission_phase
2024-06-09,,,,,,,,,,,,,0.009639462100134777,0.11701913088635973,0.01859477556374034,-0.014185224662085938,0.008955313463605563,-0.13120435554844567,,,,,,,1.000964354996092,-0.6889049247554896,neutral
2024-06-10,,,,,,,,,,,,,0.010827383146820191,0.11162246124376773,0.01269538439342588,-0.020603352845140033,0.0018680012466056883,-0.13222581408890777,,,,,,,0.8071113273965885,-0.6950187020366652,neutral
2024-06-11,,,,,,,,,,,,,0.00968493515203983,0.11013706369297771,0.01749181010680001,-0.014959398696682835,0.007806874954760179,-0.12509646238966055,,,,,,,0.963857933866813,-0.6036824726891303,neutral
2024-06-12,,,,,,,,,,,,,0.008466840871492076,0.10364027916425433,0.017888585820704517,-0.023457233138231226,0.00942174494921244,-0.12709751230248556,,,,,,,1.0026726734629539,-0.6217297570423617,neutral
2024-06-13,,,,,,,,,,,,,0.010154034692953173,0.10545088354903731,0.016725326483538083,-0.022583381325884555,0.00657129179058491,-0.12803426487492187,,,,,,,0.9242881392543147,-0.626992025946487,neutral
2024-06-14,,,,,,,,,,,,,0.012354599607694139,0.10584202928616704,0.006726748489085388,-0.020258707525010577,-0.005627851118608751,-0.12610073681117762,,,,,,,0.5970352092439182,-0.5977752954371338,neutral
2024-06-15,,,,,,,,,,,,,0.00866819604999658,0.10399968233946932,0.0029963050050385576,-0.020258707525010577,-0.005671891044958022,-0.1242583898644799,,,,,,,0.594863361257827,-0.5697025816837293,neutral
2024-06-16,,,,,,,,,,,,,0.006297144044010272,0.10316491346928358,0.010678395033735466,-0.009525892305045969,0.004381250989725194,-0.11269080577432955,,,,,,,0.8615758204892489,-0.4240440043826944,neutral
2024-06-17,,,,,,,,,,,,,0.004824040296036447,0.09863004605666936,-0.004467791414545563,-0.023578994254524033,-0.00929183171058201,-0.1222090403111934,,,,,,,0.49387254280451104,-0.5340900886677761,neutral
2024-06-18,,,,,,,,,,,,,0.0023137281175227287,0.0989404827143372,-0.004738413414499432,-0.01679542882779128,-0.00705214153202216,-0.11573591154212848,,,,,,,0.5532566404509607,-0.4496598040470269,neutral
2024-06-19,,,,,,,,,,,,,0.004399059397321992,0.10041564106402845,0.002966191017435449,-0.024951178303857402,-0.0014328683798865427,-0.12536681936788585,,,,,,,0.7038576675738271,-0.5615724061404356,neutral
2024-06-20,,,,,,,,,,,,,0.006299868172324308,0.09744567248270464,0.0029324315870231654,-0.022280213938073445,-0.0033674365853011423,-0.11972588642077808,,,,,,,0.6541966876498603,-0.4866810391030262,neutral
2024-06-21,,,,,,,,,,,,,0.006313859675304734,0.09651052034867935,-0.003976493614400667,-0.026112161007258217,-0.0102903532897054,-0.12262268135593757,,,,,,,0.47274299190924624,-0.5163758457112417,neutral
2024-06-22,,,,,,,,,,,,,0.006089924934706392,0.09575340265353915,-0.009866294462859138,-0.026112161007258217,-0.01595621939756553,-0.12186556366079737,,,,,,,0.32482350982529745,-0.5011413949131485,neutral
2024-06-23,,,,,,,,,,,,,0.007834999885204974,0.09583570175582556,-0.016578897810732296,-0.024248598018130285,-0.02441389769593727,-0.12008429977395585,,,,,,,0.10048663386106182,-0.47322456992079814,neutral
2024-06-24,,,,,,,,,,,,,0.006622698555789341,0.0870362124749764,-0.02239442860351737,-0.0293573059858524,-0.02901712715930671,-0.1163935184608288,,,,,,,-0.02120585325053518,-0.42174159202917416,neutral
2024-06-25,,,,,,,,,,,,,0.005300112119386746,0.08353149462772902,-0.02453514162998871,-0.02827503236132567,-0.029835253749375457,-0.11180652698905469,,,,,,,-0.0407289385976589,-0.3590492175703703,neutral
2024-06-26,,,,,,,,,,,,,0.006571955474809599,0.08548024234037244,-0.028130061484117563,-0.02007547483061145,-0.03470201695892716,-0.10555571717098389,,,,,,,-0.16947667046745427,-0.27596461827675545,neutral
2024-06-27,,,,,,,,,,,,,0.0069825113370274305,0.08277846388752641,-0.029530044742344552,-0.021944244709317773,-0.03651255607937198,-0.10472270859684418,,,,,,,-0.21446678636220173,-0.26012512261963605,neutral
2024-06-28,,,,,,,,,,,,,0.00689593591331783,0.07974489262159845,-0.05241296221876468,-0.05335170987350368,-0.05930889813208251,-0.13309660249510213,,,,,,,-0.8270406347896059,-0.6110142259369286,neutral
2024-06-29,,,,,,,,,,,,,0.007536129337914588,0.07797108243644102,-0.05615805713959621,-0.05335170987350368,-0.0636941864775108,-0.1313227923099447,,,,,,,-0.9388386198498108,-0.58282016059543,neutral
2024-06-30,,,,,,,,,,,,,0.007236696694544742,0.07915920191391224,-0.05498117976285377,-0.07403236634617882,-0.06221787645739851,-0.15319156826009106,,,,,,,-0.8914841877654381,-0.8521204289815772,neutral
2024-07-01,,,,,,,,,,,,,0.004918610978154048,0.07369569963810307,-0.01789967230895606,-0.04147768752949621,-0.022818283287110108,-0.11517338716759928,,,,,,,0.18430940307827298,-0.3659521895415069,neutral
2024-07-02,,,,,,,,,,,,,0.005952647796553245,0.06884337606974134,-0.01736111167795029,-0.04000877817080706,-0.023313759474503537,-0.1088521542405484,,,,,,,0.17417891949636477,-0.28050403933477613,neutral
2024-07-03,,,,,,,,,,,,,0.005800539862199416,0.060942721371294306,-0.021807498305143835,-0.03824409530931261,-0.027608038167343252,-0.09918681668060692,,,,,,,0.061358662678310236,-0.15239498130333456,neutral
2024-07-04,,,,,,,,,,,,,0.0050833953859663605,0.05521565629455827,-0.025109888392260138,-0.03828353879046542,-0.0301932837782265,-0.09349919508502369,,,,,,,-0.004593811495412666,-0.0746796174857652,neutral
2024-07-05,,,,,,,,,,,,,0.004198587386323727,0.04907371501250535,-0.013235592016997533,-0.03053975217975291,-0.01743417940332126,-0.07961346719225826,,,,,,,0.3502402309301194,0.10806460645518105,neutral
2024-07-06,,,,,,,,,,,,,0.005038664032180007,0.05069248596459475,-0.015828612629453342,-0.03053975217975291,-0.02086727666163335,-0.08123223814434766,,,,,,,0.2604842378653444,0.09250346689601092,neutral
2024-07-07,,,,,,,,,,,,,0.005184302370891958,0.05219235151532997,-0.013903303902183306,-0.0260568128428873,-0.019087606273075264,-0.07824916435821727,,,,,,,0.31719733004168144,0.13655484351393868,neutral
2024-07-08,,,,,,,,,,,,,0.004195684883034456,0.05368447294406575,-0.01966492565464184,-0.038510820429366266,-0.023860610537676297,-0.09219529337343202,,,,,,,0.19011239349238446,-0.03976762997042568,neutral
2024-07-09,,,,,,,,,,,,,0.004588982543513254,0.05635612739643192,-0.021599533171849372,-0.042515905904326745,-0.026188515715362626,-0.09887203330075867,,,,,,,0.1311627949746111,-0.12150033081828503,neutral
2024-07-10,,,,,,,,,,,,,0.005082060184040449,0.057460653716153054,-0.011269175593606406,-0.03729063270277044,-0.016351235777646855,-0.0947512864189235,,,,,,,0.41064851501455857,-0.06249235071087952,neutral
2024-07-11,,,,,,,,,,,,,0.0075378999868189744,0.05785793740302703,-0.014416431154318121,-0.034392469950020876,-0.021954331141137096,-0.0922504073530479,,,,,,,0.2567665601840415,-0.024506069405586448,neutral
2024-07-12,,,,,,,,,,,,,0.008506701255052374,0.05423861550739728,-0.012686514354050105,-0.03533302843020791,-0.021193215609102478,-0.0895716439376052,,,,,,,0.28265794563022756,0.015933381260546175,neutral
2024-07-13,,,,,,,,,,,,,0.0028646039010897795,0.044751765143937305,-0.015864371987886483,-0.03533302843020791,-0.018728975888976263,-0.08008479357414522,,,,,,,0.3547155904350154,0.145881143017366,neutral
2024-07-14,,,,,,,,,,,,,0.006887312016222502,0.050444764928579966,-0.01819947241543607,-0.021092374849817408,-0.02508678443165857,-0.07153713977839737,,,,,,,0.17844328958989988,0.26410441480932706,neutral
2024-07-15,,,,,,,,,,,,,0.007378976035711915,0.04790502222669524,-0.02413302335911005,-0.018562904383000567,-0.031511999394821966,-0.0664679266096958,,,,,,,0.0005414935281964765,0.336193816348365,neutral
2024-07-16,,,,,,,,,,,,,0.010602913806007086,0.04364848420525558,-0.028458545359231424,-0.0025857215148933355,-0.03906145916523851,-0.04623420572014891,,,,,,,-0.20868046235228369,0.6098580220565074,neutral
2024-07-17,,,,,,,,,,,,,0.012970841846309256,0.060147100708221934,-0.009973237458120399,1.8040509384809056e-05,-0.022944079304429654,-0.060129060198837125,,,,,,,0.2537097218169536,0.4296587033940951,neutral
2024-07-18,,,,,,,,,,,,,0.014836627384911427,0.04112085759095141,-0.00990907800567531,-0.004612437895547106,-0.024745705390586736,-0.045733295486498515,,,,,,,0.20736702202821058,0.6275793285794941,neutral
2024-07-19,,,,,,,,,,,,,0.012787481696976855,0.048890517669683664,-0.006177026410200459,-0.0019137201242813706,-0.018964508107177314,-0.050804237793965035,,,,,,,0.3757338331238483,0.5643356176420367,neutral
2024-07-20,,,,,,,,,,,,,0.015874998469050716,0.05141153838036039,-0.005705560385242614,-0.0019137201242813706,-0.02158055885429333,-0.05332525850464176,,,,,,,0.30138869560850723,0.5352472764470911,neutral
2024-07-21,,,,,,,,,,,,,0.018083597071997026,0.03904149501522003,-0.0017933196617839764,0.002895837279442759,-0.019876916733781003,-0.03614565773577727,,,,,,,0.35019314796320766,0.7717891750473472,neutral
2024-07-22,,,,,,,,,,,,,0.017254449727431842,0.03541524100699789,-0.004204462831381761,0.0047641202598240895,-0.021458912558813603,-0.0306511207471738,,,,,,,0.30493372705469785,0.8479131686952639,neutral
2024-07-23,,,,,,,,,,,,,0.01776092751854952,0.03654662059450664,-0.007108183879041552,-0.0011434321865300134,-0.02486911139759107,-0.037690052781036654,,,,,,,0.2080914002197169,0.7567175461050942,neutral
2024-07-24,,,,,,,,,,,,,0.019967888527322453,0.035340888662764636,0.001114520227472937,-0.0019214810708662045,-0.018853368299849516,-0.03726236973363084,,,,,,,0.38497038249224597,0.7689106479907176,neutral
2024-07-25,,,,,,,,,,,,,0.02023715798328385,0.03386125291950459,0.006835872438915258,0.0053991781781888015,-0.01340128554436859,-0.02846207474131579,,,,,,,0.54608693500732,0.8949900561311414,neutral
2024-07-26,,,,,,,,,,,,,0.016614923523422087,0.031017307611504563,0.010150245105682298,0.0049913862668691245,-0.006464678417739789,-0.02602592134463544,,,,,,,0.7516312979939364,0.9331963737041972,neutral
2024-07-27,,,,,,,,,,,,,0.017787990683935995,0.032254055711017804,0.012843820103921821,0.0049913862668691245,-0.004944170580014173,-0.02726266944414868,,,,,,,0.7987145848572161,0.9210756161172514,neutral
2024-07-28,,,,,,,,,,,,,0.019918994761443765,0.03309202042846415,0.04644749036716633,0.015142501395100982,0.02652849560572257,-0.01794951903336317,,,,,,,1.7067109853885356,1.0538131856008681,neutral
2024-07-29,,,,,,,,,,,,,0.021426241949306313,0.03432245482542018,0.04316597841174197,0.022503747181570777,0.021739736462435655,-0.011818707643849402,,,,,,,1.5642648190331083,1.1433571643616653,neutral
2024-07-30,,,,,,,,,,,,,0.018523998480313386,0.03161639918547121,0.04270042383604866,0.00034720587933079194,0.024176425355735276,-0.03126919330614042,,,,,,,1.6291567252360637,0.8801016160529435,neutral
2024-07-31,,,,,,,,,,,,,0.019277690058958852,0.03236109856814462,-0.017412238584121664,-0.024749546377104803,-0.036689928643080516,-0.05711064494524942,,,,,,,-0.11797016919957558,0.527405926123495,neutral
2024-08-01,,,,,,,,,,,,,0.01744983822209445,0.03180974552637905,0.004181923299286794,-0.002440421580476415,-0.013267914922807655,-0.03425016710685547,,,,,,,0.5647703032627385,0.8504713964081959,neutral
2024-08-02,,,,,,,,,,,,,0.015585042329821164,0.026500273063730928,0.005098500598510913,0.0035748949654894613,-0.01048654173131025,-0.022925378098241467,,,,,,,0.6504867945114686,1.0130323560074332,neutral
2024-08-03,,,,,,,,,,,,,0.01494326956250891,0.02483057267060995,0.005098500598510913,0.0035748949654894613,-0.009844768963997996,-0.02125567770512049,,,,,,,0.6727302940189239,1.0401631100292157,neutral
2024-08-04,,,,,,,,,,,,,0.015712859052264383,0.024991403053582495,-0.002929954749588237,0.008996553801694951,-0.01864281380185262,-0.015994849251887544,,,,,,,0.42026637458843596,1.1181557487134501,neutral
2024-08-05,,,,,,,,,,,,,0.013709600653497356,0.025259521532496665,-0.0009477384550127255,0.008497903207225432,-0.014657339108510081,-0.016761618325271233,,,,,,,0.5401282412915305,1.111679556044856,neutral
2024-08-06,,,,,,,,,,,,,0.01279013479696367,0.025693842875837314,0.0012927283701242853,0.010497963652201125,-0.011497406426839385,-0.015195879223636188,,,,,,,0.6358653024907948,1.1391578345487505,neutral
2024-08-07,,,,,,,,,,,,,0.01666713915974838,0.030529939262884387,0.006641492505065294,0.002093549876432732,-0.010025646654683085,-0.028436389386451655,,,,,,,0.6816926134773352,0.9567987441763651,neutral
2024-08-08,,,,,,,,,,,,,0.020037803242769048,0.03459647636264829,0.004738123292674201,0.0013155872883436892,-0.015299679950094847,-0.0332808890743046,,,,,,,0.529971085428845,0.890122328390979,neutral
2024-08-09,,,,,,,,,,,,,0.021881945402842717,0.03819574777992529,-0.0008067959689480597,0.00047531108089127194,-0.022688741371790777,-0.03772043669903402,,,,,,,0.31905708096070795,0.8333540726209341,neutral
2024-08-10,,,,,,,,,,,,,0.021143447569710094,0.038804980450664495,-0.002341288447689327,0.00047531108089127194,-0.02348473601739942,-0.03832966936977322,,,,,,,0.3025893767190967,0.8308255510734093,neutral
2024-08-11,,,,,,,,,,,,,0.022144918106384193,0.03956795780436306,-0.0013685627411629264,0.0035997561503475772,-0.02351348084754712,-0.035968201654015486,,,,,,,0.3087442275876236,0.8707090003026317,neutral
2024-08-12,,,,,,,,,,,,,0.025620613885158683,0.03900263051348252,-0.005991099163836666,-0.005399049873811568,-0.03161171304899535,-0.044401680387294085,,,,,,,0.07198180141354596,0.7554806125519776,neutral
2024-08-13,,,,,,,,,,,,,0.022600194352864644,0.04236398995167434,-0.00737725184053184,-0.018886858719433408,-0.029977446193396484,-0.06125084867110775,,,,,,,0.12694661156813028,0.5196171691269903,neutral
2024-08-14,,,,,,,,,,,,,0.02434385008271711,0.04084719162219996,0.002337312266208924,-0.018921288108429635,-0.022006537816508187,-0.0597684797306296,,,,,,,0.37105528633816726,0.5455291318358759,neutral
2024-08-15,,,,,,,,,,,,,0.025706557130051433,0.04310954173556181,0.020795383506928777,0.002335277005025338,-0.0049111736231226555,-0.04077426473053647,,,,,,,0.8890646077139336,0.8245877550482391,neutral
2024-08-16,,,,,,,,,,,,,0.02540627576561416,0.04371742117265032,0.01230820512251829,-0.0022654601177556355,-0.013098070643095872,-0.04598288129040595,,,,,,,0.6442843569406492,0.7530405635774814,neutral
2024-08-17,,,,,,,,,,,,,0.02774478158379501,0.04540625029637502,0.012517845271234895,-0.0022654601177556355,-0.015226936312560113,-0.04767171041413065,,,,,,,0.5810020150963753,0.7325713664832476,neutral
2024-08-18,,,,,,,,,,,,,0.02835015304240973,0.04608178287661291,0.00978010610193425,0.006519366964646167,-0.018570046940475482,-0.03956241591196674,,,,,,,0.48224832155160724,0.8553018213383953,neutral
2024-08-19,,,,,,,,,,,,,0.02512865705574585,0.04796327184078275,0.007243948270436729,0.004433878705462968,-0.017884708785309122,-0.04352939313531978,,,,,,,0.5051133792950198,0.8005241693783912,neutral
2024-08-20,,,,,,,,,,,,,0.02367142206001005,0.048763281336429376,0.0083693868811201,0.0025584746127160773,-0.01530203517888995,-0.0462048067237133,,,,,,,0.5872519204109746,0.7667133717539778,neutral
2024-08-21,,,,,,,,,,,,,0.025975627689232228,0.05003419491475514,0.006840309319075422,-0.007284930086144281,-0.019135318370156806,-0.05731912500089942,,,,,,,0.4760839888177283,0.609735960540788,neutral
2024-08-22,,,,,,,,,,,,,0.027580123040922278,0.054024984100348394,0.010539352820433168,-0.013278287507369813,-0.01704077022048911,-0.0673032716077182,,,,,,,0.5458512171991485,0.468527921527957,neutral
2024-08-23,,,,,,,,,,,,,0.02626622483244545,0.05369096104070992,0.008926603537224853,-0.012568443987349798,-0.017339621295220597,-0.06625940502805971,,,,,,,0.538613485154955,0.490136108840219,neutral
2024-08-24,,,,,,,,,,,,,0.03177581003428398,0.058235215034983856,0.005394935552516467,-0.012568443987349798,-0.026380874481767513,-0.07080365902233365,,,,,,,0.2636246030250544,0.4283533154602976,neutral
2024-08-25,,,,,,,,,,,,,0.035038576054206017,0.05915090876432405,0.005802891210646921,-0.012568443987349798,-0.029235684843559095,-0.07171935275167385,,,,,,,0.17956716119976074,0.4221309334144904,neutral
2024-08-26,,,,,,,,,,,,,0.03309642671004931,0.05881505941893739,-0.0018974292095805811,-0.018930551846047527,-0.03499385591962989,-0.07774561126498492,,,,,,,0.005083965681796997,0.33792823746605183,neutral
2024-08-27,,,,,,,,,,,,,0.03262203479548598,0.060453564149422157,-0.007922352983903092,-0.016255728242907885,-0.04054438777938907,-0.07670929239233004,,,,,,,-0.16323205640424432,0.3613096113328728,neutral
2024-08-28,,,,,,,,,,,,,0.030917754431855515,0.060942040451433144,-0.010168291913092209,-0.025427731739827042,-0.041086046344947724,-0.08636977219126019,,,,,,,-0.17662312025304128,0.2215203211532395,neutral
2024-08-29,,,,,,,,,,,,,0.03428215954581293,0.06106463515243932,-0.008392176314728661,-0.022897887173915055,-0.04267433586054159,-0.08396252232635437,,,,,,,-0.22225479013779428,0.2650544044001987,neutral
2024-08-30,,,,,,,,,,,,,0.03771948716156137,0.06292685626428551,0.011741290670744808,-0.023669894819876025,-0.025978196490816563,-0.08659675108416154,,,,,,,0.2957471869902849,0.23137091903963594,neutral
2024-08-31,,,,,,,,,,,,,0.037446993872654044,0.06183359510478725,-0.0105580162305281,-0.023669894819876025,-0.048005010103182144,-0.08550348992466328,,,,,,,-0.3824899299845922,0.2549605237188093,neutral
2024-09-01,,,,,,,,,,,,,0.03997576570428407,0.062310268454301765,-0.01648862167522347,-0.03303146328690343,-0.05646438737950754,-0.0953417317412052,,,,,,,-0.639896305375064,0.10891664906002886,neutral
2024-09-02,,,,,,,,,,,,,0.03923878866659969,0.060130218914580036,-0.01648862167522347,-0.036295961128240184,-0.05572741034182316,-0.09642618004282022,,,,,,,-0.6123595469372688,0.09886026409530624,neutral
2024-09-03,,,,,,,,,,,,,0.03806587822510621,0.05880375444588637,-0.013413398762675,-0.02932385108595814,-0.05147927698778121,-0.08812760553184451,,,,,,,-0.4772790376910543,0.23598262674981135,neutral
2024-09-04,,,,,,,,,,,,,0.035806266166809486,0.05529738770751824,-0.014564540093803369,-0.03108176844366517,-0.050370806260612855,-0.08637915615118341,,,,,,,-0.4391444882190166,0.27061599041387324,neutral
2024-09-05,,,,,,,,,,,,,0.036237417790084825,0.054931912901308166,-0.00888528550933243,-0.021401625975772443,-0.045122703299417255,-0.07633353887708061,,,,,,,-0.27423920663922857,0.4387545237574571,neutral
2024-09-06,,,,,,,,,,,,,0.03203533929296887,0.053638681279708944,-0.008176311977511452,-0.021222798068205928,-0.04021165127048032,-0.07486147934791487,,,,,,,-0.12365591430998554,0.4662844988305255,neutral
2024-09-07,,,,,,,,,,,,,0.027972426210003842,0.05338260822589769,-0.004332543121066013,-0.021222798068205928,-0.032304969331069855,-0.07460540629410362,,,,,,,0.11853891650712502,0.4744279791483279,neutral
2024-09-08,,,,,,,,,,,,,0.02577621927490159,0.053549326799636976,-0.0034963049197992424,-0.015520995066269583,-0.029272524194700833,-0.06907032186590656,,,,,,,0.2066424716303994,0.5643507973071551,neutral
2024-09-09,,,,,,,,,,,,,0.025267049441367373,0.05483649420922854,-0.004229839206847941,-0.02088306609560997,-0.029496888648215314,-0.0757195603048385,,,,,,,0.19399195178570852,0.45888775003175786,neutral
2024-09-10,,,,,,,,,,,,,0.026381107548452354,0.05803470045783188,0.0017088912553528957,-0.012352812477074426,-0.024672216293099458,-0.0703875129349063,,,,,,,0.34366509551339136,0.5519159389433653,neutral
2024-09-11,,,,,,,,,,,,,0.02779624483292631,0.05714867766467302,0.010523138699892964,-0.011466275408371085,-0.017273106133033345,-0.0686149530730441,,,,,,,0.572807644286118,0.5855897256275697,neutral
2024-09-12,,,,,,,,,,,,,0.026071427241034284,0.05648742771439963,0.015573483790062737,-0.01026520614663129,-0.010497943450971547,-0.06675263386103092,,,,,,,0.7812995511385852,0.6216320927810853,neutral
2024-09-13,,,,,,,,,,,,,0.022633955128791294,0.05525849275468375,0.0091952782600071,-0.012857775545435324,-0.013438676868784194,-0.06811626830011908,,,,,,,0.6881293188738018,0.6047323602167014,neutral
2024-09-14,,,,,,,,,,,,,0.023924168511698873,0.061381398635364626,-0.004641119623320478,-0.012857775545435324,-0.02856528813501935,-0.07423917418079995,,,,,,,0.21649263317583925,0.5097708155250007,neutral
2024-09-15,,,,,,,,,,,,,0.024353479636184838,0.06400277985001845,-5.1337102632054155e-05,0.0021607643406866828,-0.024404816738816892,-0.06184201550933177,,,,,,,0.3449905901487702,0.7172497295053142,neutral
2024-09-16,,,,,,,,,,,,,0.019371991527963095,0.06319790044364848,-0.018952546532832737,-0.01651491147586548,-0.03832453806079583,-0.07971281191951396,,,,,,,-0.088132533607146,0.4281917015807187,neutral
2024-09-17,,,,,,,,,,,,,0.017736507718101535,0.0599727374607375,-0.01822712384372982,-0.014749028768916261,-0.035963631561831355,-0.07472176622965376,,,,,,,-0.013762173665688637,0.5146008672292419,neutral
2024-09-18,,,,,,,,,,,,,0.02034202683211017,0.06258681199839367,-0.022481950712924026,-0.021018550375971556,-0.0428239775450342,-0.08360536237436522,,,,,,,-0.22507644118297582,0.37093791059199516,neutral
2024-09-19,,,,,,,,,,,,,0.019921867482666222,0.06294531687463123,-0.022230102740897983,-0.015814897506227776,-0.042151970223564206,-0.078760214380859,,,,,,,-0.20187375163949658,0.4544795845046815,neutral
2024-09-20,,,,,,,,,,,,,0.019587873584961946,0.06412171064541083,-0.019529262170162265,-0.016973089987666667,-0.03911713575512421,-0.0810948006330775,,,,,,,-0.10617735107475504,0.4193050108398219,neutral
2024-09-21,,,,,,,,,,,,,0.01833942278310663,0.06501083414445818,-0.020261341078719464,-0.016973089987666667,-0.03860076386182609,-0.08198392413212485,,,,,,,-0.08896489983981071,0.40858089434533174,neutral
2024-09-22,,,,,,,,,,,,,0.01798471716051897,0.06558425166504844,-0.020965654338827022,-0.011125309008731876,-0.03895037149934599,-0.07670956067378032,,,,,,,-0.09901548765872509,0.5010889892370756,neutral
2024-09-23,,,,,,,,,,,,,0.014085667515319145,0.06748338281248034,-0.030918841876555803,-0.01903045747097154,-0.04500450939187495,-0.08651384028345188,,,,,,,-0.28574737409286033,0.342734376785889,neutral
2024-09-24,,,,,,,,,,,,,0.014684598714661323,0.06768732130118682,-0.029109335542709114,-0.013563398218483402,-0.04379393425737044,-0.08125071951967022,,,,,,,-0.24677848001355024,0.43710829471229334,neutral
2024-09-25,,,,,,,,,,,,,0.015378340814539593,0.06764304857169834,-0.026664787793143963,-0.016034000501266132,-0.042043128607683555,-0.08367704907296447,,,,,,,-0.18974242187410956,0.4018040100082706,neutral
2024-09-26,,,,,,,,,,,,,0.016207995988135826,0.070260940407185,-0.016845325682120382,0.020669068433067705,-0.03305332167025621,-0.049591871974117296,,,,,,,0.09119201048583114,0.9809276369366398,neutral
2024-09-27,,,,,,,,,,,,,0.019418316123521517,0.07345405974907449,-0.017806453814792622,0.014172552318746812,-0.03722476993831414,-0.05928150743032767,,,,,,,-0.03705350786040158,0.8213927171503861,neutral
2024-09-28,,,,,,,,,,,,,0.01824709002103697,0.07266343711845047,-0.019127953641273066,0.014172552318746812,-0.03737504366231004,-0.05849088479970366,,,,,,,-0.03978032117263379,0.839124066602759,neutral
2024-09-29,,,,,,,,,,,,,0.015580063161847457,0.0742037335447201,-0.018352354573416108,-0.024119917399455626,-0.033932417735263565,-0.09832365094417572,,,,,,,0.06884755668459051,0.16751042439733888,neutral
2024-09-30,,,,,,,,,,,,,0.017572227521389205,0.07409864569126823,-0.042119387786666795,-0.048269216711744334,-0.059691615308056,-0.12236786240301256,,,,,,,-0.7304544846122872,-0.23780492348721355,neutral
2024-10-01,,,,,,,,,,,,,0.013086872692469775,0.07000597538445774,-0.015007035253181256,-0.026309030028690672,-0.02809390794565103,-0.09631500541314841,,,,,,,0.25595201265681716,0.2141153454946838,neutral
2024-10-02,,,,,,,,,,,,,0.015098455130738708,0.07069378759794342,-0.02348930164975227,-0.03469396930321156,-0.03858775678049098,-0.10538775690115498,,,,,,,-0.07027899392798499,0.06266337081399764,neutral
2024-10-03,,,,,,,,,,,,,0.016540580694250684,0.07181686660908015,-0.014929420873619259,-0.03099006366736423,-0.03147000156786994,-0.10280693027644439,,,,,,,0.1541181532404992,0.11262442386071962,neutral
2024-10-04,,,,,,,,,,,,,0.017169612780865373,0.06803496585554814,-0.01458060746729628,-0.029853105458530926,-0.031750220248161654,-0.09788807131407906,,,,,,,0.14703294386727442,0.20286339525478853,neutral
2024-10-05,,,,,,,,,,,,,0.01667009739415537,0.0669861517971051,-0.022419541223133832,-0.029853105458530926,-0.0390896386172892,-0.09683925725563602,,,,,,,-0.07944747590809667,0.22596708039136904,neutral
2024-10-06,,,,,,,,,,,,,0.01746597792659932,0.06756235599082427,-0.022598150479229973,-0.024151361639558777,-0.04006412840582929,-0.09171371763038305,,,,,,,-0.10268627805209556,0.321093084475935,neutral
2024-10-07,,,,,,,,,,,,,0.01744626587936482,0.06686437926894429,-0.023127269363306224,-0.022751122517612465,-0.040573535242671044,-0.08961550178655675,,,,,,,-0.11188484647658478,0.3629039898921871,neutral
2024-10-08,,,,,,,,,,,,,0.017221922551348356,0.06627460001979135,-0.02512298751457831,-0.02931523171574979,-0.042344910065926666,-0.09558983173554114,,,,,,,-0.16171627595617463,0.26129295763753174,neutral
2024-10-09,,,,,,,,,,,,,0.01650392037026105,0.06422342199467712,-0.021988247982643205,-0.028405202534753538,-0.038492168352904255,-0.09262862452943066,,,,,,,-0.0342170302847154,0.31555379495559976,neutral
2024-10-10,,,,,,,,,,,,,0.014785283518438996,0.06462162535984306,-0.023692704122213804,-0.023362722224998578,-0.0384779876406528,-0.08798434758484164,,,,,,,-0.032370610848706176,0.40166657122625327,neutral
2024-10-11,,,,,,,,,,,,,0.012257736755421522,0.06705025155356914,-0.028608350385395775,-0.024267206573572397,-0.0408660871408173,-0.09131745812714154,,,,,,,-0.10569907084257021,0.34781293008981023,neutral
2024-10-12,,,,,,,,,,,,,0.01381658519729334,0.06375804271931074,-0.03208922499540523,-0.024267206573572397,-0.04590581019269857,-0.08802524929288313,,,,,,,-0.2638383902200693,0.4111228421182089,neutral
2024-10-13,,,,,,,,,,,,,0.01546710428756315,0.06373104005941599,-0.029547163888216543,-0.01833447150230505,-0.04501426817577969,-0.08206551156172104,,,,,,,-0.23146936566798942,0.5219960500593476,neutral
2024-10-14,,,,,,,,,,,,,0.010951025763873634,0.061747001733945206,-0.029547163888216543,-0.013963874838627377,-0.04049818965209018,-0.07571087657257258,,,,,,,-0.08379721976253843,0.6382453440203815,neutral
2024-10-15,,,,,,,,,,,,,0.007343602217016132,0.05809204840434634,-0.029648044838884835,-0.017755182125587354,-0.03699164705590097,-0.0758472305299337,,,,,,,0.03156489414917024,0.6389483906860264,neutral
