date,btc_price,btc_market_cap,btc_volume,btc_return_7d,btc_return_30d,btc_return_90d,btc_return_180d,btc_forward_return_30d,btc_forward_return_90d,btc_forward_return_180d,stablecoin_to_btc_mcap,btc_to_stablecoin_ratio,stablecoin_supply_growth_30d,stablecoin_supply_growth_90d,net_liquidity_growth_30d,net_liquidity_growth_90d,liquidity_transmission_gap_30d,liquidity_transmission_gap_90d,stablecoin_btc_growth_gap_30d,stablecoin_btc_growth_gap_90d,net_liquidity_btc_growth_gap_30d,net_liquidity_btc_growth_gap_90d,stablecoin_to_btc_mcap_zscore_252d,btc_to_stablecoin_ratio_zscore_252d,liquidity_transmission_gap_30d_zscore_252d,liquidity_transmission_gap_90d_zscore_252d,transmission_phase
2021-06-18,,,,,,,,,,,,,0.11452754857432579,0.8258308060742445,-0.026754374818633297,-0.004339384357024301,-0.14128192339295909,-0.8301701904312688,,,,,,,0.6238940165039593,-0.14390042749761275,neutral
2021-06-19,,,,,,,,,,,,,0.12712630046307138,0.7986408419386919,-0.022527938258333657,-0.004339384357024301,-0.14965423872140504,-0.8029802262957162,,,,,,,0.5412444230559648,-0.052161801004347884,neutral
2021-06-20,,,,,,,,,,,,,0.11667641489819203,0.796832800963154,-0.022255019996565095,-0.004461123972907766,-0.13893143489475712,-0.8012939249360618,,,,,,,0.6432962455505463,-0.04498173949920596,neutral
2021-06-21,,,,,,,,,,,,,0.09361490280836904,0.7919381311659248,-0.027276760685578605,-0.002978673682327182,-0.12089166349394764,-0.794916804848252,,,,,,,0.8151970697958013,-0.02238695777230758,neutral
2021-06-22,,,,,,,,,,,,,0.09093353184973707,0.7960027140884127,-0.03094951436913096,-0.02061399271386588,-0.12188304621886803,-0.8166167068022786,,,,,,,0.8031124580626915,-0.09242351718687584,neutral
2021-06-23,,,,,,,,,,,,,0.07991732673038165,0.7963463709565453,-0.022227904229795592,-0.023985580805459983,-0.10214523096017725,-0.8203319517620052,,,,,,,0.9925882390896364,-0.10226827480538088,neutral
2021-06-24,,,,,,,,,,,,,0.07759062245774873,0.7944162035490852,-0.01866405772361235,-0.0193238706716794,-0.09625468018136107,-0.8137400742207646,,,,,,,1.0443954295772848,-0.0781210173703058,neutral
2021-06-25,,,,,,,,,,,,,0.07697229823897822,0.763678796934526,-0.011455354577062593,-0.014403573422268612,-0.08842765281604081,-0.7780823703567946,,,,,,,1.1182173203438979,0.04215304022151177,neutral
2021-06-26,,,,,,,,,,,,,0.06640339912994975,0.7580247767917909,-0.011143185968008673,-0.014403573422268612,-0.07754658509795842,-0.7724283502140595,,,,,,,1.2216491450254476,0.06288061138625736,neutral
2021-06-27,,,,,,,,,,,,,0.05573405174397128,0.7547929003321927,-0.007439664238779398,-0.009363905736341938,-0.06317371598275068,-0.7641568060685346,,,,,,,1.358375894166757,0.09239427446790942,neutral
2021-06-28,,,,,,,,,,,,,0.05362489316319152,0.7633537581161185,-0.0125361366187966,-0.007164917586809927,-0.06616102978198812,-0.7705186757029284,,,,,,,1.3287407500706052,0.07314988148373586,neutral
2021-06-29,,,,,,,,,,,,,0.048800173689346193,0.7465314610960088,-0.014729343739295686,0.018141908645318505,-0.06352951742864188,-0.7283895524506903,,,,,,,1.3542747129187,0.21466068196473728,neutral
2021-06-30,,,,,,,,,,,,,0.06918281212554755,0.7165509620577486,-0.06207999196069791,-0.06013645387261257,-0.13126280408624547,-0.7766874159303612,,,,,,,0.7071984046184078,0.05586315827680841,neutral
2021-07-01,,,,,,,,,,,,,0.036345833125619675,0.7139713213742747,-0.012941852282552402,-0.01617917808688174,-0.04928768540817208,-0.7301504994611564,,,,,,,1.4955584289410493,0.2124968072613077,neutral
2021-07-02,,,,,,,,,,,,,0.03638180194067697,0.6541526436507361,-0.014283068639808438,-0.010548817505652397,-0.05066487058048541,-0.6647014611563885,,,,,,,1.4790726517626462,0.43158606689255,neutral
2021-07-03,,,,,,,,,,,,,0.03920707752683761,0.654246367928013,-0.017459463271844777,-0.010548817505652397,-0.056666540798682385,-0.6647951854336654,,,,,,,1.4193026189295137,0.4322980130055197,neutral
2021-07-04,,,,,,,,,,,,,0.03589304517063252,0.647777182813909,-0.01823445861976547,-0.011998416644425691,-0.05412750379039799,-0.6597755994583346,,,,,,,1.4419117755921882,0.45017837826634316,neutral
2021-07-05,,,,,,,,,,,,,0.0337466675226179,0.6185075723851241,-0.01823445861976547,-0.012929486788668898,-0.05198112614238337,-0.631437059173793,,,,,,,1.4603567691197918,0.545084346846062,neutral
2021-07-06,,,,,,,,,,,,,0.032794292197087405,0.6200411708518605,-0.020809646614895816,-0.021849626998789562,-0.05360393881198322,-0.6418907978506501,,,,,,,1.4432470233058088,0.5113878107839709,neutral
2021-07-07,,,,,,,,,,,,,0.033609011228156405,0.6103666454035896,-0.018602607621912792,-0.02504409917645023,-0.0522116188500692,-0.6354107445800399,,,,,,,1.4548097912483173,0.534358891015788,neutral
2021-07-08,,,,,,,,,,,,,0.03568811495671498,0.6010198766265509,-0.019780147063426345,-0.026156079463546367,-0.05546826202014132,-0.6271759560900972,,,,,,,1.420794277067702,0.5630830925573116,neutral
2021-07-09,,,,,,,,,,,,,0.034035895156314,0.5944736136935167,-0.026090089122161042,-0.022891640833867077,-0.06012598427847504,-0.6173652545273838,,,,,,,1.3782645405207554,0.5971948596607685,neutral
2021-07-10,,,,,,,,,,,,,0.031349361839548395,0.5913128155519827,-0.0273046899700764,-0.022891640833867077,-0.058654051809624796,-0.6142044563858498,,,,,,,1.3920594454723287,0.6092294063502858,neutral
2021-07-11,,,,,,,,,,,,,0.03535231058386845,0.5696446460890308,-0.030610940807947795,-0.02179781136935266,-0.06596325139181625,-0.5914424574583834,,,,,,,1.3227052991298696,0.6867383067625525,neutral
2021-07-12,,,,,,,,,,,,,0.035935530801140425,0.5703834119862241,-0.030061250379729954,-0.02130390992143394,-0.06599678118087038,-0.591687321907658,,,,,,,1.3220375128321424,0.6868756743229175,neutral
2021-07-13,,,,,,,,,,,,,0.03665357478701914,0.5186898552717565,-0.02714107506638297,-0.029008895599967333,-0.06379464985340211,-0.5476987508717238,,,,,,,1.3438942759036538,0.8348691900860361,neutral
2021-07-14,,,,,,,,,,,,,0.03270094532590995,0.5073374545257066,-0.009208513698781617,-0.010366367344521565,-0.041909459024691564,-0.5177038218702281,,,,,,,1.5513189819908288,0.9352277577426843,neutral
2021-07-15,,,,,,,,,,,,,0.03299110465595256,0.4942097249709252,0.008721819690650667,-0.0003563539043981434,-0.024269284965301896,-0.49456607887532333,,,,,,,1.7152444213726057,1.0122724872004298,neutral
2021-07-16,,,,,,,,,,,,,0.03842535650456136,0.46120706599174977,-0.013528220836177662,-0.007596081977130464,-0.05195357734073902,-0.46880314796888023,,,,,,,1.448444820681357,1.097341696317662,neutral
2021-07-17,,,,,,,,,,,,,0.03781887225112479,0.447496041048298,0.01615343337774444,-0.007596081977130464,-0.02166543887338035,-0.45509212302542845,,,,,,,1.7299330546705198,1.141780458654532,neutral
2021-07-18,,,,,,,,,,,,,0.04146420235131876,0.39511001024772185,0.015109662596362483,-0.0029940726903593395,-0.026354539754956274,-0.3981040829380812,,,,,,,1.6802571671065543,1.329131969513776,neutral
2021-07-19,,,,,,,,,,,,,0.038565312670303165,0.3916750357552061,0.008223043742220382,-0.009815602413905,-0.030342268928082783,-0.4014906381691111,,,,,,,1.6385914236220116,1.3145256397510234,neutral
2021-07-20,,,,,,,,,,,,,0.03616319147149194,0.37834699661296955,0.01807187120890208,-0.004477317694787208,-0.01809132026258986,-0.38282431430775676,,,,,,,1.7506832246635236,1.3734879345798627,neutral
2021-07-21,,,,,,,,,,,,,0.0333706273842731,0.3701232197297575,0.028213014024103922,-0.0005454108284443926,-0.005157613360169178,-0.3706686305582019,,,,,,,1.8661754237294317,1.4101525122734202,neutral
2021-07-22,,,,,,,,,,,,,0.033124589624941025,0.37228399310686866,0.03429445149142896,-0.0029888374113496985,0.0011698618664879312,-0.37527283051821836,,,,,,,1.9165479100488594,1.3912864831560883,neutral
2021-07-23,,,,,,,,,,,,,0.03322405513714677,0.37177598749023866,0.03368384500347732,0.0003932059098126217,0.0004597898663305511,-0.37138278158042604,,,,,,,1.897412972614893,1.4012784724008316,neutral
2021-07-24,,,,,,,,,,,,,0.033024152620402925,0.37018642246371547,0.03202537231427938,0.0003932059098126217,-0.0009987803061235478,-0.36979321655390285,,,,,,,1.8732149566789578,1.40345070141145,neutral
2021-07-25,,,,,,,,,,,,,0.031764260149330203,0.36877411604298205,0.02687329235153868,0.005546299355311479,-0.004890967797791523,-0.36322781668767057,,,,,,,1.8271578684924048,1.422165080598668,neutral
2021-07-26,,,,,,,,,,,,,0.03357267066474412,0.364259540683755,0.024260790079978722,0.005662877674609934,-0.009311880584765397,-0.35859666300914506,,,,,,,1.7764175002341591,1.4345186317372232,neutral
2021-07-27,,,,,,,,,,,,,0.03285145087444796,0.3599168468934404,0.022798655751862462,0.009932589966720862,-0.0100527951225855,-0.34998425692671953,,,,,,,1.75974777009614,1.4598688977450378,neutral
2021-07-28,,,,,,,,,,,,,0.03364751579374903,0.356110614879823,0.02366038082507771,0.002213445998331176,-0.009987134968671318,-0.3538971688814918,,,,,,,1.7529803892611957,1.4447845501485024,neutral
2021-07-29,,,,,,,,,,,,,0.04018027759216247,0.3647567637425202,0.028029758916498393,0.01599499140789229,-0.01215051867566408,-0.3487617723346279,,,,,,,1.7268565007143082,1.459725201954977,neutral
2021-07-30,,,,,,,,,,,,,0.039578816206858436,0.34244890419240837,0.07827207059356422,0.01443561593067888,0.03869325438670579,-0.3280132882617295,,,,,,,2.175323829258731,1.5252145329667548,neutral
2021-07-31,,,,,,,,,,,,,0.041593128027432646,0.33721649457107383,0.026071214564653555,0.01443561593067888,-0.015521913462779091,-0.32278087864039495,,,,,,,1.675055836124115,1.5387475985570567,neutral
2021-08-01,,,,,,,,,,,,,0.03775010021676328,0.31674357106514206,0.02023247181288368,0.006000980161090519,-0.017517628403879604,-0.31074259090405154,,,,,,,1.650515001571742,1.574146645626628,neutral
2021-08-02,,,,,,,,,,,,,0.03109390985212035,0.3147473747074445,0.023557530187311215,0.008567139842471372,-0.007536379664809134,-0.30618023486497314,,,,,,,1.732278121885875,1.5847275533258078,neutral
2021-08-03,,,,,,,,,,,,,0.03156161485698594,0.2806697969922882,0.03260181037363585,0.01531451222045277,0.001040195516649911,-0.26535528477183545,,,,,,,1.7993096660976304,1.7114348936692523,neutral
2021-08-04,,,,,,,,,,,,,0.030850535067988627,0.2719758011643809,0.031579556005304266,0.007583281354131444,0.0007290209373156387,-0.26439251981024947,,,,,,,1.7855517493471549,1.7072475732636188,neutral
2021-08-05,,,,,,,,,,,,,0.02031210666254113,0.2533292312265565,0.03835364604841662,0.012228825574106539,0.018041539385875494,-0.24110040565244995,,,,,,,1.9260464800542079,1.7750521542446929,neutral
2021-08-06,,,,,,,,,,,,,0.0179497651400915,0.25530749240195694,0.03844254461903529,0.01463845733728042,0.02049277947894379,-0.24066903506467652,,,,,,,1.93357134314819,1.7689398175023863,neutral
2021-08-07,,,,,,,,,,,,,0.01912812410841558,0.25071853390566523,0.04003990854241701,0.01463845733728042,0.020911784434001435,-0.2360800765683848,,,,,,,1.9239428784479615,1.7768717268479162,neutral
2021-08-08,,,,,,,,,,,,,0.028626844270412954,0.24544898011614036,0.0365652207843965,0.017368817691591376,0.007938376513983547,-0.22808016242454898,,,,,,,1.797903857443409,1.795820785188738,neutral
2021-08-09,,,,,,,,,,,,,0.029444969489704542,0.22968963690858546,0.0318242604845973,0.00980905401401233,0.0023792909948927576,-0.21988058289457313,,,,,,,1.7371395440999535,1.8106897363172763,neutral
2021-08-10,,,,,,,,,,,,,0.02759187962062537,0.21352417487383324,0.03350994872774038,0.009333368653928753,0.005918069107115009,-0.20419080621990449,,,,,,,1.754846111621105,1.848308095916544,neutral
2021-08-11,,,,,,,,,,,,,0.026126453203642708,0.2098643030721301,0.04000180528734121,0.01603262453699683,0.0138753520836985,-0.19383167853513328,,,,,,,1.809905076696407,1.8685799179390115,neutral
2021-08-12,,,,,,,,,,,,,0.024305269479835356,0.21168695180579866,0.029525544392276837,0.010649383374836896,0.0052202749124414805,-0.20103756843096177,,,,,,,1.7224551444883809,1.8339797420672033,neutral
2021-08-13,,,,,,,,,,,,,0.027733618550056294,0.20757964173295052,0.02796083980363062,0.01847325981264114,0.00022722125357432787,-0.18910638192030937,,,,,,,1.6678717176674416,1.8595112366877384,neutral
2021-08-14,,,,,,,,,,,,,0.02658058834884991,0.2042424792719244,0.020154312743800196,0.01847325981264114,-0.006426275605049714,-0.18576921945928326,,,,,,,1.5997237593128875,1.8576005984811612,neutral
2021-08-15,,,,,,,,,,,,,0.0296200195111318,0.2145973679315445,0.027596483902499802,0.028319759897069696,-0.002023535608631999,-0.1862776080344748,,,,,,,1.626107226712614,1.8439666881544765,neutral
2021-08-16,,,,,,,,,,,,,0.03369989160964182,0.19872057861077885,0.02575710715195867,0.02504027690183208,-0.00794278445768315,-0.17368030170894677,,,,,,,1.5663045339074504,1.871096134362295,neutral
2021-08-17,,,,,,,,,,,,,0.03126706288025449,0.19703349196315,0.026672832320148165,0.014302490583701033,-0.004594230560106327,-0.18273100137944898,,,,,,,1.5849530190408532,1.831999005688751,neutral
2021-08-18,,,,,,,,,,,,,0.02968751313439899,0.2053463116821037,0.04097924724392277,0.025895309364236008,0.011291734109523777,-0.1794510023178677,,,,,,,1.7069547639001192,1.832449392756769,neutral
2021-08-19,,,,,,,,,,,,,0.030788993270997933,0.1926836796024023,0.030645169948893658,0.025919312824119523,-0.00014382332210427506,-0.16676436677828277,,,,,,,1.601398091718463,1.861421395045732,neutral
2021-08-20,,,,,,,,,,,,,0.030194825427636962,0.1642329778489977,0.02713597297726489,0.027307190079958188,-0.0030588524503720738,-0.13692578776903952,,,,,,,1.567553622970623,1.9406482888761079,neutral
2021-08-21,,,,,,,,,,,,,0.03541653170187864,0.16698717690181097,0.024966637249490553,0.027307190079958188,-0.010449894452388087,-0.1396799868218528,,,,,,,1.4982643225478303,1.9208445325271768,neutral
2021-08-22,,,,,,,,,,,,,0.034938962520426387,0.15478133371132397,0.021501518184861235,0.03243895915234929,-0.013437444335565152,-0.12234237455897468,,,,,,,1.4661221991656619,1.9617630019752719,neutral
2021-08-23,,,,,,,,,,,,,0.042792430359006595,0.16081269486122496,0.016914935007046106,0.029894421515708203,-0.02587749535196049,-0.13091827334551676,,,,,,,1.3575432954254103,1.9227810038317714,neutral
2021-08-24,,,,,,,,,,,,,0.023137809025611134,0.13689183244666525,0.022664288974075353,0.03811684320830855,-0.0004735200515357807,-0.0987749892383567,,,,,,,1.555524253914063,2.0062494484330164,neutral
2021-08-25,,,,,,,,,,,,,0.03728503716461229,0.14330117889142868,0.025080797323570714,0.038250278504711854,-0.012204239841041575,-0.10505090038671683,,,,,,,1.4517861936749823,1.9764645107341914,neutral
2021-08-26,,,,,,,,,,,,,0.0361115376284904,0.12979306164082205,0.037540499016643025,0.05330009298452021,0.0014289613881526275,-0.07649296865630184,,,,,,,1.5533325032445202,2.048850626816306,neutral
2021-08-27,,,,,,,,,,,,,0.03440669055044321,0.12654828023638487,0.034318810331643856,0.045518036304129206,-8.788021879935215e-05,-0.08103024393225566,,,,,,,1.5305608332582616,2.023809703935266,neutral
2021-08-28,,,,,,,,,,,,,0.03480639472105107,0.12891298777398608,0.032215304564332525,0.045518036304129206,-0.002591090156718545,-0.08339495146985687,,,,,,,1.4996347970183903,2.0058929378854287,neutral
2021-08-29,,,,,,,,,,,,,0.03551072910475206,0.15096997051191163,0.03380201071686195,0.045518036304129206,-0.0017087183878901069,-0.10545193420778243,,,,,,,1.496130943342864,1.9318870422138201,neutral
2021-08-30,,,,,,,,,,,,,0.0334416560914681,0.11554931705517602,0.030710980164598167,0.04389578603768385,-0.00273067592686993,-0.07165353101749217,,,,,,,1.4786642193660553,2.0190850236500273,neutral
2021-08-31,,,,,,,,,,,,,0.0352331029672317,0.113398708466796,0.00958933472484258,0.015304035789648118,-0.02564376824238912,-0.09809467267714789,,,,,,,1.2890499831159248,1.932153842914986,neutral
2021-09-01,,,,,,,,,,,,,0.03721874314487561,0.11140071966953147,0.033143170960653334,0.03901841347037749,-0.004075572184222276,-0.07238230619915398,,,,,,,1.452734679436291,1.995640360969039,neutral
2021-09-02,,,,,,,,,,,,,0.0378453828116756,0.10902860559504646,0.027312610492692624,0.04146165906531274,-0.010532772318982975,-0.06756694652973372,,,,,,,1.3939173635779782,1.9982077663414162,neutral
2021-09-03,,,,,,,,,,,,,0.04891305544314983,0.11776193085190201,0.0315605255914464,0.04473279146713449,-0.017352529851703435,-0.07302913938476752,,,,,,,1.3331348801018261,1.97114232580545,neutral
2021-09-04,,,,,,,,,,,,,0.05972789065528761,0.11671212987199886,0.027525971415872652,0.04473279146713449,-0.032201919239414956,-0.07197933840486437,,,,,,,1.2106494305999616,1.9630208298256013,neutral
2021-09-05,,,,,,,,,,,,,0.06019612843436373,0.11549813213557503,0.025085733516052144,0.04469029871204122,-0.03511039491831158,-0.0708078334235338,,,,,,,1.1827885870761086,1.9553990309149032,neutral
2021-09-06,,,,,,,,,,,,,0.0658069093065039,0.12495800520535938,0.025085733516052144,0.04504186291070389,-0.04072117579045176,-0.07991614229465549,,,,,,,1.133857296042308,1.9187019874882574,neutral
2021-09-07,,,,,,,,,,,,,0.07243294703767056,0.14067944795796428,0.028827629801961407,0.03862324354606672,-0.04360531723570915,-0.10205620441189756,,,,,,,1.1065561210602213,1.8476540093024076,neutral
2021-09-08,,,,,,,,,,,,,0.074525665493266,0.1408426090519812,0.03411422015492205,0.037889377121893775,-0.040411445338343954,-0.10295323193008743,,,,,,,1.1272466349338603,1.8358576264476654,neutral
2021-09-09,,,,,,,,,,,,,0.07935902885499835,0.14835125527318427,0.03258208679485386,0.03451635762371552,-0.04677694206014449,-0.11383489764946875,,,,,,,1.0727979212450955,1.7958832646760954,neutral
2021-09-10,,,,,,,,,,,,,0.08250878860776445,0.1507077645535584,0.026649960564745667,0.03562087989249463,-0.05585882804301878,-0.11508688466106376,,,,,,,0.9977154123232964,1.7826926593604255,neutral
2021-09-11,,,,,,,,,,,,,0.07915790915654664,0.14590352289607966,0.033983965081923806,0.03562087989249463,-0.04517394407462283,-0.11028264300358503,,,,,,,1.0744317083898123,1.784921387204367,neutral
2021-09-12,,,,,,,,,,,,,0.0791869246586987,0.14538584718783354,0.026040935941463283,0.045017407430520295,-0.053145988717235415,-0.10036843975731324,,,,,,,1.0058204144716112,1.7994875867351285,neutral
2021-09-13,,,,,,,,,,,,,0.08009863983186238,0.14538910772816194,0.025338712052985324,0.05512676487075807,-0.05475992777887706,-0.09026234285740387,,,,,,,0.9876190074381607,1.8144978912486933,neutral
2021-09-14,,,,,,,,,,,,,0.0692599628723316,0.14323514782003355,0.015394930714879962,0.02930069497791532,-0.05386503215745164,-0.11393445284211823,,,,,,,0.9886798170195932,1.7381953279259545,neutral
2021-09-15,,,,,,,,,,,,,0.07068621993964985,0.14862495578260027,0.023915655509934908,0.06725453028785866,-0.046770564429714945,-0.0813704254947416,,,,,,,1.0362979548505946,1.8129526654832262,neutral
2021-09-16,,,,,,,,,,,,,0.07239678299694985,0.15178388148678423,0.0172551425726295,0.060168572017178734,-0.05514164042432035,-0.0916153094696055,,,,,,,0.9646317697459235,1.771420904126667,neutral
2021-09-17,,,,,,,,,,,,,0.07418351769363651,0.1487294197551674,0.0003143220790216006,0.04986915849258322,-0.07386919561461491,-0.09886026126258418,,,,,,,0.81428949364367,1.7385883736223826,neutral
2021-09-18,,,,,,,,,,,,,0.07659143660409917,0.14987029268857577,0.0005702071743087789,0.04986915849258322,-0.0760212294297904,-0.10000113419599255,,,,,,,0.7912345868381084,1.7217194636554052,neutral
2021-09-19,,,,,,,,,,,,,0.0768775783937703,0.146414872961808,-0.0007815488017189898,0.05528916950728724,-0.07765912719548929,-0.09112570345452076,,,,,,,0.7722217372692687,1.7311471971455639,neutral
2021-09-20,,,,,,,,,,,,,0.07002912279542306,0.14462543203388023,-0.0030731672145984934,0.05685938812294533,-0.07310229001002155,-0.0877660439109349,,,,,,,0.8007364924122534,1.7258204293770014,neutral
2021-09-21,,,,,,,,,,,,,0.06608664624366134,0.13999185745859455,-0.0011872779633436137,0.054655958774677105,-0.06727392420700495,-0.08533589868391744,,,,,,,0.8389243343354749,1.7178548921951668,neutral
2021-09-22,,,,,,,,,,,,,0.05839111814858766,0.14013041731292453,0.006395833375666626,0.05619432650753997,-0.051995284772921035,-0.08393609080538456,,,,,,,0.94908528908707,1.7072194405916592,neutral
2021-09-23,,,,,,,,,,,,,0.0804520069487622,0.14056514179539747,0.0050034991876601875,0.05540105327628275,-0.07544850776110201,-0.08516408851911472,,,,,,,0.762269291246092,1.6899694979767126,neutral
